Culture,SampleID,DateCollected,IsolateID,Host,Transect,Plot,GCEquadrantID,MarkedPlantID,SeqData,sim90,sim95,sim97,sim99,Phylo_species,FungusGenus,FungusSpecies,EstTaxPlacement,BLAST_FungusGenus,FungusFamily,FungusOrder,FungusClass,FungusSubphylum,FungusPhylum
0,G1,3/19/2015,1,SP,T1,1A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G10,3/19/2015,10,BD,T9,9D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G100,3/30/2015,100_30,AB,T6,6C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G100,3/30/2015,100_60,AB,T6,6C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G101,3/30/2015,101_30,PA,T2,2A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G101,3/30/2015,101_60,PA,T2,2A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G102,3/30/2015,102,PA,T7,7A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G103,4/6/2015,103,PA,T10,10A,NA,NA,1,L,L,L,L,L,Pyrenophora,cf. dactylidis,Pyrenophora_cf. dactylidis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G104,3/30/2015,104_30,EG,T5,5D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G104,3/30/2015,104_60,EG,T5,5D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G105,3/30/2015,105_30,EG,T5,5A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G105,3/30/2015,105_60,EG,T5,5A,NA,NA,1,A2,E,E,E,E,Pyrenophora,tritici-repentis,Pyrenophora_tritici-repentis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G106,4/6/2015,106,PA,T10,10A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G107,3/30/2015,107A,EG,T6,6E,NA,NA,1,A2,E,E,E,E,Pyrenophora,tritici-repentis,Pyrenophora_tritici-repentis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G108,4/6/2015,108,BD,T9,9D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G109,4/6/2015,109,BD,T9,9D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G11,3/19/2015,11,AB,T9,9D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G110,4/6/2015,110,BD,T9,9D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G111,4/6/2015,111,BD,T9,9D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G112,4/6/2015,112,BH,T9,9E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G113,4/6/2015,113,AB,T9,9E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G114,4/6/2015,114,EG,T9,9D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G115,4/6/2015,115,EG,T9,9D,NA,NA,1,A2,E,E,E,E,Pyrenophora,tritici-repentis,Pyrenophora_tritici-repentis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G116,4/6/2015,116,SP,T9,9D,NA,NA,1,J,J,J,J,J,Pyrenophora,nobleae,Pyrenophora_nobleae,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G117,4/6/2015,117,PA,T9,9D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G118,4/6/2015,118,PA,T9,9D,NA,NA,1,J,J,J,J,J,Pyrenophora,nobleae,Pyrenophora_nobleae,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G119,4/6/2015,119,AB,T6,6A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G12,3/19/2015,12,BH,T9,9D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G120,4/6/2015,120,SP,T6,6C,NA,NA,1,S,S,S,S,S,Neoascochyta,sp.,Neoascochyta_sp.,Didymella,Didymellaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G121,4/6/2015,121,BH,T6,6C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G122,4/6/2015,122,EG,T6,6C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G123,4/6/2015,123,BD,T6,6C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G124,4/6/2015,124,BD,T7,7C,NA,NA,1,C,C,C,C,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G125,4/6/2015,125,AB,T7,7C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G126,4/6/2015,126,PA,T7,7D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G127,4/6/2015,127,EG,T7,7E,NA,NA,1,A2,E,E,E,E,Pyrenophora,tritici-repentis,Pyrenophora_tritici-repentis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G128,4/6/2015,128,BH,T7,7C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G129,4/6/2015,129,SP,T7,7E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G13,3/19/2015,13,SP,T10,10E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G130,4/6/2015,130,EG,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G131,4/6/2015,131,EG,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G132,4/6/2015,132,SP,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G133,4/6/2015,133,BH,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G134,4/6/2015,134,BH,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G135,4/6/2015,135,SP,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G136,4/6/2015,136,BD,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G137,4/6/2015,137,BD,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G138,4/6/2015,138,AB,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G139,4/6/2015,139,AB,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G14,3/19/2015,14,BD,T10,10D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G140,4/6/2015,140,EG,T5,5B,NA,NA,1,A2,E,E,E,E,Pyrenophora,tritici-repentis,Pyrenophora_tritici-repentis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G141,4/6/2015,141,SP,T5,5A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G142,4/6/2015,142,BH,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G143,4/6/2015,143,BD,T5,5B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G144,4/6/2015,144,SP,T3,3A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G145,4/6/2015,145,SP,T3,3A,NA,NA,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G146,4/6/2015,146,SP,T3,3A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G147,4/6/2015,147,AB,T3,3A,NA,NA,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G148,4/6/2015,148,BH,T3,3B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G149,4/6/2015,149,BD,T3,3B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G15,3/19/2015,15,PA,T10,10A,NA,NA,1,D,D1,AM,AM,AM,Parastagonospora,caricis,Parastagonospora_caricis,Parastagonospora,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G150,4/6/2015,150,BD,T3,3B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G151,4/6/2015,151,AB,T3,3D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G152,4/6/2015,152,AB,T3,3B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G153,4/17/2015,153,AB,T1,1A,NA,C11,1,A1,A,AL,AL,A2,Pyrenophora,lolii,Pyrenophora_lolii,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G154,4/6/2015,154,AB,T3,3B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G155,4/20/2015,155,AF,T8,8E,NA,NA,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G156,4/6/2015,156,BH,T4,4A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G157,4/6/2015,157,AB,T4,4A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G158,4/6/2015,158,BD,T4,4D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G159,4/6/2015,159,BD,T4,4D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G16,3/19/2015,16,AB,T10,10A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G160,4/6/2015,160,BD,T4,4D,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G161,4/6/2015,161,BH,T4,4A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G162,4/6/2015,162b,SP,T4,4A,NA,NA,1,A2,G,G,G,G,Pyrenophora,sp.,Pyrenophora_sp.,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G163,4/6/2015,163,EG,T4,4E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G164,4/6/2015,164,SP,T4,4A,NA,NA,1,D,D1,D,D,D,Parastagonospora,nodorum,Parastagonospora_nodorum,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G165,4/6/2015,165,EG,T4,4E,NA,NA,1,A1,A,AL,AL,A2,Pyrenophora,lolii,Pyrenophora_lolii,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G166,4/6/2015,166,BH,T4,4E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G167,4/8/2015,167,AB,GCET1,GCE1,ID3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G168,4/8/2015,168,AB,GCET1,GCE1,ID3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G169,4/8/2015,169,AB,GCET1,GCE1,ID3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G17,3/19/2015,17,BH,T10,10A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G170,4/8/2015,170,AB,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G171,4/10/2015,171,AB,GCET3,GCE23,ID91,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G172,4/8/2015,172,AB,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G173,4/8/2015,173,AB,GCET1,GCE8,ID30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G174,4/8/2015,174,AB,GCET1,GCE8,ID30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G175,4/8/2015,175,AB,GCET1,GCE8,ID30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G176,4/8/2015,176,AB,GCET2,GCE17,ID65,NA,1,A2,G,G,G,G,Pyrenophora,sp.,Pyrenophora_sp.,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G177,4/8/2015,177,AB,GCET2,GCE17,ID65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G178,4/8/2015,178,AB,GCET2,GCE17,ID65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G179,4/10/2015,179,AB,GCET2,GCE17,ID66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G18,3/19/2015,18,AB,T6,6B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G180,4/10/2015,180,AB,GCET2,GCE17,ID66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G181,4/10/2015,181,AB,GCET2,GCE17,ID66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G182,4/10/2015,182,AB,GCET3,GCE23,ID90,NA,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G183,4/10/2015,183,AB,GCET3,GCE23,ID90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G184,4/10/2015,184,AB,GCET3,GCE23,ID90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G185,4/17/2015,185,AB,T1,1A,NA,C15,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G186,4/10/2015,186,AB,GCET3,GCE23,ID91,NA,1,A2,G,G,G,G,Pyrenophora,sp.,Pyrenophora_sp.,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G187,4/10/2015,187,AB,GCET3,GCE27,ID108,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G188,4/10/2015,188,AB,GCET3,GCE27,ID108,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G189,4/10/2015,189,AB,GCET3,GCE27,ID108,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G19,3/19/2015,19,BH,T6,6B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G190,4/10/2015,190,AB,GCET2,GCE31,ID123,NA,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G191,4/10/2015,191,AB,GCET2,GCE32,ID125,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G192,4/10/2015,192,AB,GCET2,GCE32,ID125,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G194,4/10/2015,194,AB,GCET2,GCE32,ID127,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G195,4/10/2015,195,AB,GCET2,GCE32,ID127,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G196,4/10/2015,196,AB,GCET2,GCE32,ID127,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G197,4/17/2015,197,BH,T1,1A,NA,C8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G198,4/20/2015,198,FP,T8,8E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G199,4/17/2015,199a,SP,T1,1A,NA,A860,1,I,I,I,I,I,unknown,sp.,Lentitheciaceae_sp.,NA,Lentitheciaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G199,4/17/2015,199b,SP,T1,1A,NA,A860,1,D,D2,AN,AU,AN,Parastagonospora,allouniseptata,Parastagonospora_allouniseptata,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G2,3/19/2015,2,BH,T1,1B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G20,3/19/2015,20,SP,T6,6B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G200,4/17/2015,200,SP,T1,1A,NA,A861,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G201,4/17/2015,201,SP,T1,1A,NA,A862,1,D,D2,AN,AU,AN,Parastagonospora,allouniseptata,Parastagonospora_allouniseptata,Phaeosphaeria,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G202,4/17/2015,202,AB,T1,1C,NA,AB039,1,C,C,C,AQ,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G203,4/20/2015,203,AF,T8,8E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G204,4/10/2015,204,AB,GCET3,GCE27,ID107,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G205,4/10/2015,205,AB,GCET3,GCE27,ID107,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G206,4/10/2015,206,AB,GCET3,GCE27,ID107,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G207,4/8/2015,207,AF,GCET1,GCE1,ID3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G208,4/8/2015,208,AF,GCET1,GCE1,ID3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G209,4/8/2015,209,AF,GCET1,GCE1,ID3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G21,3/19/2015,21,EG,T6,6B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G210,4/8/2015,210,AF,GCET1,GCE5,ID18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G211,4/8/2015,211,AF,GCET1,GCE5,ID18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G212,4/8/2015,212,AF,GCET1,GCE5,ID18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G213,4/8/2015,213,AF,GCET1,GCE5,ID19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G214,4/8/2015,214,AF,GCET1,GCE5,ID19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G215,4/8/2015,215,AF,GCET1,GCE5,ID19,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G216,4/8/2015,216,AF,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G217,4/8/2015,217,AF,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G218,4/8/2015,218,AF,GCET1,GCE8,ID29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G219,4/8/2015,219,AF,GCET2,GCE17,ID65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G22,3/19/2015,22,BD,T6,6C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G220,4/8/2015,220,AF,GCET2,GCE17,ID65,NA,1,T,T,T,T,T,Ustilago,hypodytes,Ustilago_hypodytes,Tranzscheliella,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Ustilaginomycotina,Basidiomycota
0,G221,4/8/2015,221,AF,GCET2,GCE17,ID65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G222,4/10/2015,222,AF,GCET2,GCE17,ID66,NA,1,F,F,F,F,F,Pyrenophora,fugax,Pyrenophora_fugax,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G223,4/10/2015,223,AF,GCET2,GCE17,ID66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G224,4/10/2015,224,AF,GCET2,GCE17,ID66,NA,1,U,U,U,U,U,Aureobasidium,sp.,Aureobasidium_sp.,NA,Aureobasidiaceae,Dothideales,Dothideomycetes,Pezizomycotina,Ascomycota
1,G225,4/10/2015,225,AF,GCET3,GCE23,ID90,NA,1,R,R,R,R,R1,Stemphylium,globuliferum,Stemphylium_globuliferum,Pleospora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G226,4/10/2015,226,AF,GCET3,GCE23,ID90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G227,4/10/2015,227,AF,GCET3,GCE27,ID107,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G228,4/17/2015,228,AB,T1,1C,NA,AB041,1,C,C,C,AQ,C1,Alternaria,infectoria species–group,Alternaria_infectoria species–group,Lewia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G229,4/10/2015,229,AF,GCET3,GCE27,ID107,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G23,3/19/2015,23,PA,T7,7A,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G230,4/10/2015,230,AF,GCET3,GCE27,ID108,NA,1,A2,G,G,G,G,Pyrenophora,sp.,Pyrenophora_sp.,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G231,4/20/2015,231,FP,T8,8E,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G232,4/10/2015,232,AF,GCET3,GCE27,ID108,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G233,4/10/2015,233,AF,GCET2,GCE31,ID123,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,G234,4/10/2015,234,AF,GCET2,GCE31,ID123,NA,1,A1,A,A,A,A1,Pyrenophora,chaetomioides,Pyrenophora_chaetomioides,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota
0,G235,4/10/2015,235,AF,GCET2,GCE31,ID123,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G236,4/10/2015,236,AF,GCET2,GCE31,ID124,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G237,4/10/2015,237,AF,GCET2,GCE31,ID124,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G238,4/10/2015,238,AF,GCET2,GCE31,ID124,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G239,4/10/2015,239,AF,GCET2,GCE32,ID125,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G24,3/19/2015,24,PA,T7,7B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G240,4/10/2015,240,AF,GCET2,GCE32,ID125,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,G241,4/10/2015,241,AF,GCET2,GCE32,ID125,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
